ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
841695,Kapil Moreshwar Patil,Elected,"Thursday, May 23, 2019",In office,Second Term,Bhiwandi,Maharashtra,Bharatiya Janata Party,Male,Graduate,Graduate,58,14,0,56,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841798,Karadi Sanganna Amarappa,Elected,"Thursday, May 23, 2019",In office,Second Term,Koppal,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,S.L.C.,69,3,0,0,70%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841934,Karti P. Chidambaram,Elected,"Thursday, May 23, 2019",In office,First Term,Sivaganga,Tamil Nadu,Indian National Congress,Male,Information not available,Information Not Available,,5,0,18,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841702,Kaushal Kishore,Elected,"Thursday, May 23, 2019",In office,Second Term,Mohanlalganj,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Inter/ Higher Secondary,59,4,0,57,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841716,Kaushalendra Kumar,Elected,"Thursday, May 23, 2019",In office,Third Term,Nalanda,Bihar,Janata Dal (United),Male,Inter/ Higher Secondary,"I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar",61,23,0,68,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841935,Kavita Singh,Elected,"Thursday, May 23, 2019",In office,First Term,Siwan,Bihar,Janata Dal (United),Female,Information not available,Information Not Available,34,3,0,5,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841936,Kavitha Malothu,Elected,"Thursday, May 23, 2019",In office,First Term,Mahabubabad,Telangana,Telangana Rashtra Samithi,Female,Information not available,Information Not Available,39,3,0,0,72%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
841937,Keshari Devi Patel,Elected,"Thursday, May 23, 2019",In office,First Term,Phulpur,Uttar Pradesh,Bharatiya Janata Party,Female,Post Graduate,"M.A., Educated at A.P.S. University, Rewa, Madhya Pradesh",62,5,0,24,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841649,Kesineni Srinivas,Elected,"Thursday, May 23, 2019",In office,Second Term,Vijayawada,Andhra Pradesh,Telugu Desam Party,Male,Matric,Matric,53,9,0,40,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841938,Khagen Murmu,Elected,"Thursday, May 23, 2019",In office,First Term,Maldaha Uttar,West Bengal,Bharatiya Janata Party,Male,Information not available,Information Not Available,59,15,0,87,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841939,Khalilur Rahaman,Elected,"Thursday, May 23, 2019",In office,First Term,Jangipur,West Bengal,All India Trinamool Congress,Male,Information not available,Information Not Available,,7,0,0,75%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841608,Kiren Rijiju,Elected,"Thursday, May 23, 2019",In office,Third Term,Arunachal West,Arunachal Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A.,LL.B. Educated at Hansraj College and Campus Law Centre, Faculty of Law, University of Delhi",48,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841788,Kirit Premjibhai Solanki,Elected,"Thursday, May 23, 2019",In office,Third Term,Ahmedabad West,Gujarat,Bharatiya Janata Party,Male,Professional Post Graduate,"M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of",69,64,7,73,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841768,Kirron Anupam Kher,Elected,"Thursday, May 23, 2019",In office,Second Term,Chandigarh,,Bharatiya Janata Party,Female,Post Graduate,M.A(English Literature),66,9,0,56,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9,0,56,96%,,Lok Sabha
841650,Kirti Vardhan Singh,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Gonda,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Geology) Educated at Lucknow University, Lucknow, Uttar Pradesh",53,2,0,13,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841940,Kisan Kapoor,Elected,"Thursday, May 23, 2019",In office,First Term,Kangra,Himachal Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,68,2,0,0,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5,0,4,99%,,Lok Sabha
841941,Komati Reddy Venkat Reddy,Elected,"Thursday, May 23, 2019",In office,First Term,Bhongir,Telangana,Indian National Congress,Male,Information not available,Information Not Available,,4,0,44,65%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
841651,Kotha Prabhakar Reddy,Elected,"Thursday, May 23, 2019",In office,Second Term,Medak,Telangana,Telangana Rashtra Samithi,Male,Graduate,"B.A., Govt. Degree College, Siddipet, Medak. A.P. from Osmania University",53,11,0,40,61%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
841942,Kripanath Mallah,Elected,"Thursday, May 23, 2019",In office,First Term,Karimganj,Assam,Bharatiya Janata Party,Male,Information not available,Information Not Available,46,3,0,15,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841727,Krishan Pal,Elected,"Thursday, May 23, 2019",In office,Second Term,Faridabad,Haryana,Bharatiya Janata Party,Male,Professional Graduate,B.A. LL.B.,62,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841943,Krishna Pal Singh,Elected,"Thursday, May 23, 2019",In office,First Term,Guna,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,43,8,0,8,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841661,Krupal Balaji Tumane,Elected,"Thursday, May 23, 2019",In office,Second Term,Ramtek,Maharashtra,Shiv Sena,Male,Graduate,B.Sc,54,10,0,64,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841944,Kuldeep Rai Sharma,Elected,"Thursday, May 23, 2019",In office,First Term,Andaman and Nicobar Islands,,Indian National Congress,Male,Information not available,Information Not Available,,116,0,152,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,116,0,152,84%,,Lok Sabha
841805,Kumbakudi Sudhakaran,Elected,"Thursday, May 23, 2019",In office,Second Term,Kannur,Kerala,Indian National Congress,Male,Post Graduate,"M.A. (History); Educated at Govt. Brennen College, Telecherry",71,7,0,24,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841945,Kunar Hembram,Elected,"Thursday, May 23, 2019",In office,First Term,Jhargram,West Bengal,Bharatiya Janata Party,Male,Graduate,"B.Tech. (Hons.), Educated at Indian Institute of Technology, Kharagpur, West Bengal",57,4,0,1,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841946,Kunwar Danish Ali,Elected,"Thursday, May 23, 2019",In office,First Term,Amroha,Uttar Pradesh,Bahujan Samaj Party,Male,Information not available,Information Not Available,44,43,0,19,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841947,Kuruva Gorantla Madhav,Elected,"Thursday, May 23, 2019",In office,First Term,Hindupur,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information Not Available,50,8,0,0,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841948,L. S. Tejasvi Surya,Elected,"Thursday, May 23, 2019",In office,First Term,Bangalore South,Karnataka,Bharatiya Janata Party,Male,Information not available,Information Not Available,29,10,0,54,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841748,Lallu Singh,Elected,"Thursday, May 23, 2019",In office,Second Term,Faizabad,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,LL.B.,65,5,0,12,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841741,Lalubhai Babubhai Patel,Elected,"Thursday, May 23, 2019",In office,Third Term,Daman and Diu,,Bharatiya Janata Party,Male,Matric,"Shree Somnath Kolvani Mandal High School, Dabhol, Daman",64,3,0,1,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,3,0,1,88%,,Lok Sabha
841949,Lavu Sri Krishna Devarayalu,Elected,"Thursday, May 23, 2019",In office,First Term,Narasaraopet,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"Post Graduate (MS) Journalism and Mass Communication Educated at La Trobe University, Australia",36,13,0,32,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841950,Locket Chatterjee,Elected,"Thursday, May 23, 2019",In office,First Term,Hooghly,West Bengal,Bharatiya Janata Party,Female,Graduate,B.Sc. Educated at Jogmaya Devi College,45,22,0,32,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841951,Lorho S. Pfoze,Elected,"Thursday, May 23, 2019",In office,First Term,Outer Manipur,Manipur,Nagaland People's Front,Male,Doctorate,"M.B.B.S. Educated at Regional Medical College (Regional Institute of Medical Sciences), Imphal, Manipur",59,2,0,4,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,3.5,0,5,93%,,Lok Sabha
841778,M. K. Raghavan,Elected,"Thursday, May 23, 2019",In office,Third Term,Kozhikode,Kerala,Indian National Congress,Male,Graduate,B.A. History,67,12,0,58,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841952,M. Selvaraj,Elected,"Thursday, May 23, 2019",In office,Fifth Term,Nagapattinam,Tamil Nadu,Communist Party of India,Male,Information not available,Information Not Available,,29,0,55,79%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841953,M.K. Vishnu Prasad,Elected,"Thursday, May 23, 2019",In office,First Term,Arani,Tamil Nadu,Indian National Congress,Male,Information not available,Information Not Available,47,14,0,40,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841954,M.V.V. Satyanarayana,Elected,"Thursday, May 23, 2019",In office,First Term,Visakhapatnam,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"B.A. Educated at Andhra University, Andhra Pradesh",53,1,0,16,72%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841759,Magunta Srinivasulu Reddy,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Ongole,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"B.Com; Educated at V.R. College, Nellore, Andhra Pradesh",66,4,0,44,72%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841749,Mahabali Singh,Elected,"Thursday, May 23, 2019",In office,Second Term,Karakat,Bihar,Janata Dal (United),Male,Under Matric,"High School, Bhagwanpur, Distt. Kaimur",64,11,0,26,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841640,Mahboob Ali Kaiser,Elected,"Thursday, May 23, 2019",In office,Second Term,Khagaria,Bihar,Lok Jan Shakti Party,Male,Graduate,Graduate,52,0,0,1,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841717,Mahendra Nath Pandey,Elected,"Thursday, May 23, 2019",In office,Second Term,Chandauli,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A., PhD. (Hindi), Master of Journalism",62,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841955,Mahendra Singh Solanky,Elected,"Thursday, May 23, 2019",In office,First Term,Dewas,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,,6,0,2,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841956,Mahendrabhai Munjapara,Elected,"Thursday, May 23, 2019",In office,First Term,Surendranagar,Gujarat,Bharatiya Janata Party,Male,Information not available,Information Not Available,51,10,0,2,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841957,Mahesh Sahoo,Elected,"Thursday, May 23, 2019",In office,First Term,Dhenkanal,Odisha,Biju Janata Dal,Male,Information not available,Information Not Available,58,15,0,7,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841703,Mahesh Sharma,Elected,"Thursday, May 23, 2019",In office,Second Term,Gautam Buddha Nagar,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,M.B.B.S.,60,1,0,0,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841958,Mahua Moitra,Elected,"Thursday, May 23, 2019",In office,First Term,Krishnanagar,West Bengal,All India Trinamool Congress,Female,Information not available,Information Not Available,,15,0,7,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841789,Mala Rajya Laxmi Shah,Elected,"Thursday, May 23, 2019",In office,Third Term,Tehri Garhwal,Uttarakhand,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"Educated at Convent of Jesus & Mary, Pune and Ratna Rajya Laxmi College, Kathmandu (attended for 2 years)",69,1,0,2,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12,1.3,7,96%,,Lok Sabha
841959,Mala Roy,Elected,"Thursday, May 23, 2019",In office,First Term,Kolkata Dakshin,West Bengal,All India Trinamool Congress,Female,Graduate,"B. A. Educated at Calcutta University, West Bengal",62,10,0,23,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841960,Malook Nagar,Elected,"Thursday, May 23, 2019",In office,First Term,Bijnor,Uttar Pradesh,Bahujan Samaj Party,Male,Information not available,Information Not Available,54,26,0,19,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841728,Maneka Gandhi,Elected,"Thursday, May 23, 2019",In office,Eighth Term,Sultanpur,Uttar Pradesh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"I.S.C.; Educated at Lawrence School, Sanawar, Himachal Pradesh",63,0,0,21,79%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841592,Manicka Tagore,Elected,"Thursday, May 23, 2019",In office,Second Term,Virudhunagar,Tamil Nadu,Indian National Congress,Male,Professional Graduate,"B.A., L.L.B.; Educated at Bangalore University",44,25,0,50,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841652,Manish Tewari,Elected,"Thursday, May 23, 2019",In office,Second Term,Anandpur Sahib,Punjab,Indian National Congress,Male,Graduate,"B.A. (Hons.) Economics, LL.B; Educated at Punjab University, Chandigarh and University of Delhi, New Delhi",54,19,0,43,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.4,0,21,76%,,Lok Sabha
841961,Manjulata Mandal,Elected,"Thursday, May 23, 2019",In office,First Term,Bhadrak,Odisha,Biju Janata Dal,Female,Information not available,Information Not Available,43,3,0,4,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841962,Manne Srinivas Reddy,Elected,"Thursday, May 23, 2019",In office,First Term,Mahabubnagar,Telangana,Telangana Rashtra Samithi,Male,Graduate,"B.Com. Educated at Osmania University, Hyderabad, Telangana",60,4,0,23,63%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
841963,Manoj Kotak Kishorbhai,Elected,"Thursday, May 23, 2019",In office,First Term,Mumbai-North-East,Maharashtra,Bharatiya Janata Party,Male,Matric,"SSC, Matric Educated at SMPR School, Mulund (W)",46,14,0,53,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841615,Manoj Rajoria,Elected,"Thursday, May 23, 2019",In office,Second Term,Karauli-Dholpur,Rajasthan,Bharatiya Janata Party,Male,Professional Post Graduate,"B.H.M.S., M.D.(Homoeopathy)",50,23,4,54,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841611,Manoj Tiwari,Elected,"Thursday, May 23, 2019",In office,Second Term,North East Delhi,Delhi,Bharatiya Janata Party,Male,Professional Post Graduate,"I.Sc., B.A. (History), B.P.Ed., M.P.Ed.",48,9,0,64,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.8,45,85%,,Lok Sabha
841729,Mansukhbhai D. Vasava,Elected,"Thursday, May 23, 2019",In office,Sixth Term,Bharuch,Gujarat,Bharatiya Janata Party,Male,Post Graduate,"B.A., M.S.W.; Educated at South Gujarat University, Surat and Gujarat Vidyapith, Ahmedabad, Gujarat",62,11,0,43,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841964,Margani Bharat Ram,Elected,"Thursday, May 23, 2019",In office,First Term,Rajahmundry,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information Not Available,37,18,0,26,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
