Title,Date,Participants,Ref.Keywords
"Discussion on the motion for consideration of the School of Planning and Architecture Bill, 2014 (Discussion concluded and Bill Passed). ",3/12/2014,"Gandhi Dr. Dharam Vira,K. Shri Parasuraman,Velagapalli Dr. Vara Prasadarao,Rajoria Dr. Manoj,Nishank Dr. Ramesh Pokhriyal,Galla Shri Jayadev,Gogoi Shri Gaurav,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Goud Dr. Boora Narsaiah,Roy Prof. Saugata,Rai Shri Prem Das,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Biju Shri Parayamparanbil Kuttappan,Basheer Shri E. T. Mohammed,Ramachandran Shri Krishnan Narayanasamy,George Shri (Adv.) Joice,Sawant Shri Arvind Ganpat,Sanjar Shri Alok,IRANI SMT. SMRITI ZUBIN,IRANI SMT. SMRITI ZUBIN","Architects,Development Planning,Education,Fees,Higher Education,Manpower Planning,Planners,Planning,Quality Education,Research and Development,Reservation Policy,Rural Planning,Scholarships,Students,Technical Education,Town Planning,Urban Planning,Privatisation,Infrastructure Development"
"Introduction of the Repealing and Amending (Second) Bill, 2014. ",3/12/2014,Gowda Shri D.V. Sadananda,
"Introduction of the School of Planning and Architecture Bill, 2014. ",2/12/2014,IRANI SMT. SMRITI ZUBIN,
"Discussion on the motion for consideration of the Merchant Shipping (Amendment) Bill, 2014, as passed by Rajya Sabha and Merchant Shipping (Second Amendment) Bill, 2014 as passed by Rajya Sabha (Motion Adopted and Bill Passed). ",2/12/2014,"Kumar Dr. Arun,Natterjee Shri J. Jayasingh Thiyagaraj,Velagapalli Dr. Vara Prasadarao,Reddy Shri Konda Vishweshwar,Roy Prof. Saugata,Mahtab Shri Bhartruhari,Thomas Prof. Kuruppassery Varkey,Sampath Shri Anirudhan,Prabakaran Shri K.R.P.,Gadkari Shri Nitin Jairam,Gadkari Shri Nitin Jairam,Sawant Shri Arvind Ganpat,Lekhi Smt. Meenakashi,Sawaikar Shri Advocate Narendra Keshav,Tharoor Dr. Shashi","Apprentices,Child Labour,Employment Opportunities,Environmental Degradation,Environmental Protection,Health Hazards,Inland Waterways,Marine Environment,Marine Pollution,Medical Facilities,Paints And Varnishes,Pollution Control,Seafarers,Shipping Industry,Monitoring Mechanism,Fishermen Welfare,Public Private Partnership (PPP)"
"Introduction of the Textile Undertakings (Nationalisation) Laws (Amendment and Validation) Bill, 2014 ",1/12/2014,Gangwar Shri Santosh Kumar,
"Discussion on the motion for consideration of the Textile Undertakings (Nationalisation) Laws (Amendment and Validation) Bill, 2014 (Discussion Concluded and Bill Passed). ",1/12/2014,"Chaudhary Shri P.P.,Singh Dr. Satya Pal,Gangwar Shri Santosh Kumar,Gangwar Shri Santosh Kumar,Adityanath Shri Yogi,Kumar Dr. Arun,Chinnayan Shri S.Selvakumara,Shewale Shri Rahul Ramesh,Udhayakumar Shri M.,Koshyari Shri Bhagat Singh,Shetty Shri Gopal Chinayya,Mahajan Smt. Poonam ,Premachandran Shri N.K.,Kadiyam Shri Srihari,Roy Prof. Saugata,Kumar Shri Kaushalendra,Angadi Shri Suresh Chanabasappa,Nimmala Shri Kristappa,Mullappally Shri Ramachandran,Rajesh Shri M. B.,Basheer Shri E. T. Mohammed,Patole Shri Nanabhau Falgunrao,Joshi Shri Pralhad Venkatesh,Butta Smt. Renuka,Muniyappa Shri K.H.,Sawant Shri Arvind Ganpat,Singh Deo Shri Kalikesh Narayan,Chavan Shri Ashok Shankarrao,Chowdhury Shri Adhir Ranjan","Employment Opportunities,Industrial Closure,Jute Industry,Labour Welfare,Land Utilization,Legal Aspects,Modernization,Rehabilitation,Textile Industry,Training Programmes,Public Sector Undertakings,Corruption,Handloom Weavers,National Textile Corporation (NTC),Industrial Revival,Employment Generation,Loan Waiving,Foreign Direct Investment (FDI),Unemployed Youth,Farmers' Suicide,Sick Industry,Weavers Welfare Measures,Job Security,Textile Parks"
"Discussion on the motion for consideration of the Labour Laws (Exemption From Furnishing Returns and Maintaining Registers by Certain Establishments) Amendment Bill, 2014, as passed by Rajya Sabha (Discussion Concluded and Bill Passed) ",28-11-2014,"Singh Prof. Sadhu,Singh Shri Hukum,Gandhi Dr. Dharam Vira,Kumar Dr. Arun,Kodikunnil Shri Suresh,Velagapalli Dr. Vara Prasadarao,Jena Shri Rabindra Kumar,Boianapalli Shri Vinod Kumar,Reddy Shri Y. S. Avinash,Roy Prof. Saugata,Datta Shri Sankar Prasad,Karunakaran Shri P.,Basheer Shri E. T. Mohammed,Parthipan Shri R.,Kataria Shri Rattan Lal,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru,Pal Shri Jagdambika,Chowdhury Shri Adhir Ranjan","Employment Opportunities,Exploitation,Human Resources,Labour Laws,Labour Welfare,Liberalism,Manpower Planning,Minimum Wage,Pension Schemes,Provident Fund,Social Security,Trade Unions,Unemployment,Computerisation,Globalisation,Agricultural Labourers,Unorganised Sector,Unemployed Youth,Welfare Measures,labour reforms,Online Return"
"Discussion on the motion for consideration of the Constitution (Scheduled Castes) Orders (Amendment) Bill, 2014 (Discussion Concluded and Bill Passed). ",27-11-2014,"Mondal Smt. Pratima,Naik Prof. Seetaram Ajmeera,Kodikunnil Shri Suresh,Velagapalli Dr. Vara Prasadarao,Kumar Shri Santosh,Ghubaya Shri Sher Singh,Solanki Dr. Kirit Premjibhai,Rai Shri Prem Das,Samal Dr. Kulamani,Datta Shri Sankar Prasad,Yadav Shri Mulayam Singh,Owaisi Shri Asaduddin,Chinnaraj Shri Gopalakrishnan,Ranjan (Pappu Yadav) Shri Rajesh,GEHLOT SHRI THAAWAR CHAND,GEHLOT SHRI THAAWAR CHAND","Economic and Social Development,Fund Allocation,Harijan Atrocities,Promotion,Reservation Policy,Social Justice,Dalits,Scheduled Castes (SCs),Economic Backwardness,Welfare Measures,SCs List"
"Further discussion on the motion for consideration of the Delhi Special Police Establishment (Amendment) Bill, 2014. ",26-11-2014,"Gandhi Dr. Dharam Vira,Moily Dr. M. Veerappa,Kumar Shri Kaushalendra,Kharge Shri Mallikarjun ,Kamaraaj Dr. K.,Patel Smt. Anupriya Singh,Reddy Shri Midhun,Ranjan (Pappu Yadav) Shri Rajesh,Singh Shri Jitendra,Chowdhury Shri Adhir Ranjan","Central Bureau of Investigation(CBI) ,Delhi Police,Corruption,Appointment,Bribe"
"Further discussion on the motion for consideration of the Indian Institutes of Information Technology Bill, 2014 (Discussion concluded and Bill passed). ",26-11-2014,"Satav Shri Rajeev Shankarrao,Roy Prof. Saugata,Karunakaran Shri P.,Ranjan (Pappu Yadav) Shri Rajesh,Sawant Shri Arvind Ganpat,IRANI SMT. SMRITI ZUBIN","Economic Growth,Education,Higher Education,Human Resources,Indian Institute Of Information Tech,Recruitment,Research and Development,Technical Education,Indian Institute of Technology"
"Further discussion on the motion for consideration of the Central Universities (Amendment) Bill, 2014 (Discussion concluded and Bills passed). ",26-11-2014,"Kushwaha Shri Upendra,Dev Km. Sushmita,Roy Prof. Saugata,Rajesh Shri M. B.,Kothapalli Smt. Geetha,IRANI SMT. SMRITI ZUBIN","Central Universities,Higher Education,Land Allotment,Quality Education,Infrastructure Development"
"Introduction of the Delhi Special Police Establishment (Amendment) Bill, 2014. ",25-11-2014,Singh Shri Jitendra,
"Discussion on the motion for consideration of the Delhi Special Police Establishment (Amendment) Bill, 2014 (Discussion not concluded). ",25-11-2014,"Chautala Shri Dushyant,Meghwal Shri Arjun Ram ,Jaiswal Dr. Sanjay,Meena Shri Harish Chandra,Thota Shri Narasimham,Goud Dr. Boora Narsaiah,Boianapalli Shri Vinod Kumar,Satpathy Shri Tathagata,Singh Shri Raj Kumar,Sawant Shri Arvind Ganpat,Singh Shri Jitendra","Delhi Police,Investigation,Appointment"
"Discussion on the motion for consideration of the Indian Institutes of Information Technology Bill, 2014 (Discussion not concluded). ",25-11-2014,"Chautala Shri Dushyant,Rajoria Dr. Manoj,Misra Shri Ajay (Teni),Ram Mohan Naidu Shri Kinjarapu,Ahluwalia Shri S.S.,Kalvakuntla Smt. Kavitha,Goud Dr. Boora Narsaiah,Ghubaya Shri Sher Singh,Jena Shri Rabindra Kumar,Rai Shri Prem Das,Devegowda Shri H.D.,Ramachandran Shri Krishnan Narayanasamy,Butta Smt. Renuka,Kataria Shri Rattan Lal,Devi Smt. Rama,Pal Shri Jagdambika,IRANI SMT. SMRITI ZUBIN","Financial Aid,Foreign Exchange,Human Resources,Manpower Needs,Manpower Planning,National Institute of Design,Quality Education,Research and Development,Scholarships,Technical Education,Information Technology,Indian Institute of Technology,Educational Cess"
"Discussion on the motion for consideration of the Central Universities (Amendment) Bill, 2014 (Discussion not concluded). ",25-11-2014,"Jaiswal Dr. Sanjay,Singh Shri Sushil Kumar,Ram Shankar Dr. Prof.,Agrawal Shri Rajendra,Ahluwalia Shri S.S.,Majhi Shri Balabhadra,Suman Shri Balka,Pradhan Shri Nagendra Kumar,Kamaraaj Dr. K.,Choubey Shri Ashwini Kumar,Singh Shri Radha Mohan,Singh Shri Virendra,Sarmah Shri Ram Prasad","Central Universities,Educational Needs,Higher Education,Quality Education,Literacy Rate"
"Introduction of the Central Universities (Amendment) Bill, 2014. ",14-08-2014,IRANI SMT. SMRITI ZUBIN,
"Discussion on the motion for consideration of the Apprentices (Amendment)&nbsp; Bill, 2014 moved by Shri Narendra Kumar Tomar on the 11th August, 2014 (Discussion Concluded and Bill Passed). ",14-08-2014,"Kodikunnil Shri Suresh,K. Shri Parasuraman,Raut Shri Vinayak Bhaurao,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Roy Prof. Saugata,Rai Shri Prem Das,Pradhan Shri Nagendra Kumar,Singh Shri Ganesh,Rajesh Shri M. B.,Basheer Shri E. T. Mohammed,Singh Shri Dushyant,Birla Shri Om,Tomar Shri Narendra Singh,Rao (Avnthi) Shri Muthamsetti Srinivasa,Chowdhury Shri Adhir Ranjan","Child Labour,Employment Opportunities,Ficci,ILO,Industrial Growth,Industrial Training,Labour Laws,Manpower Planning,Manufacturing Industries,On-the-job Training,Reservation Policy,Semi-skilled Workers,Skilled Workers,Trainees,Training Programmes,Curriculum Development,Small Scale Industries (SSI),Unorganised Sector,Imprisonment,Unemployed Youth,labour reforms,Honorarium,Skill Development,Organised Sector,Training facilities"
"Further discussion on the Constitution (One Hundred and Twenty-First Amendment) Bill, 2014 </span><span style=''font-size:13.0pt;line-height:150%; font-family:Aryan2Unicode''>(Insertion of new articles 124A, 124B and 124C) and the National Judicial Appointments Commission Bill, 2014 (Bill Passed). ",13-08-2014,PRASAD SHRI RAVI SHANKAR,"Chief Justice,Constitutional Amendment,High Courts,Judges,Judicial Services,Judiciary,Supreme Court,Judicial System,Scheduled Castes (SCs),Other Backward Classes (OBCs)"
"Introduction of the Juvenile Justice (Care and Protection of Children) Bill, 2014. ",12/8/2014,Gandhi Smt. Maneka Sanjay,
"Introduction of the Indian Institutes of Information Technology Bill, 2014. ",12/8/2014,IRANI SMT. SMRITI ZUBIN,
"Discussion on the Constitution (One Hundred and Twenty-First Amendment) Bill, 2014 </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>(Insertion of New Articles 124A, 124B and 124C)</span><span lang=EN-GB style=''font-size:13.0pt;font-family: Aryan2Unicode''>  and National Judicial Appointments Commission Bill, 2014. ",12/8/2014,"Moily Dr. M. Veerappa,Kumar Dr. Arun,Radhakrishnan Shri R.,Yadav Shri Dharmendra,Ahluwalia Shri S.S.,Muddahanumegowda Shri S.P.,Premachandran Shri N.K.,Boianapalli Shri Vinod Kumar,Kumar Shri Kaushalendra,Mahtab Shri Bhartruhari,Thambi durai, Dr. M.,Paswan Shri Ram Vilas,Owaisi Shri Asaduddin,Sampath Shri Anirudhan,Banerjee Shri Kalyan,Jayadevan Shri C. N.,Patel Smt. Anupriya Singh,George Shri (Adv.) Joice,Ranjan (Pappu Yadav) Shri Rajesh,Adsul Shri Anandrao ,PRASAD SHRI RAVI SHANKAR,PRASAD SHRI RAVI SHANKAR","Constitutional Amendment,Judges,Judicial Reforms,Judicial Services,Judiciary,Reservation Policy,Right to Information,Social Justice,Supreme Court,Corruption,Judicial Delay,Appointment,Judicial System,Vacancies,High Court"
"Introduction of The Constitution (Scheduled Castes) Orders (Amendment) Bill, 2014. ",11/8/2014,GEHLOT SHRI THAAWAR CHAND,
"Introduction of the Repealing and Amending Bill, 2014. ",11/8/2014,PRASAD SHRI RAVI SHANKAR,
"Discussion on the motion for consideration of the Railways (Amendment) Bill, 2014. ",11/8/2014,"Jaiswal Dr. Sanjay,Somaiya Dr. Kirit,Gowda Shri D.V. Sadananda,Gowda Shri D.V. Sadananda,Shinde Dr. Shrikant Eknath,Yadav Shri Dharmendra,Venugopal Shri K. C.,Kumar Shri Shailesh (Bulo Mandal),Reddy Shri A.P. Jithender,Premachandran Shri N.K.,Ghubaya Shri Sher Singh,Rai Shri Prem Das,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Reddy Shri Mekapati Rajamohan,Khan Shri Md. Badariddoza,Selvam Shri V. Panneer,Poddar Smt. Aparupa,Pandula Dr. Ravindra Babu ,Jaunpuria Shri Sukhbir Singh,George Shri (Adv.) Joice,Dhotre Shri Sanjay Shamrao,Pal Shri Jagdambika","Gauge Conversion,Medical Facilities,Railway Catering,Railway Claims,Railway Crossings,Railway Passenger Amenities,Railway Security,Railway Station,Tourism Promotion,Computerisation,Railway Safety,Tribunal,Foreign Direct Investment (FDI),Railway Accidents,Railway Over Bridge,Railway Halts,Deaths,Railway Platform,Railway Compensation,Local Trains"
"Introduction of the National Judicial Appointments Commission Bill, 2014. ",11/8/2014,PRASAD SHRI RAVI SHANKAR,
"Introduction of the Constitution (One Hundred and Twenty-First) Amendment Bill, 2014 (Insertion of new articles 124A, 124B and 124C). ",11/8/2014,PRASAD SHRI RAVI SHANKAR,
"Discussion on the motion for consideration of the Apprentices (Amendment) Bill, 2014 (Discussion not concluded). ",11/8/2014,Tomar Shri Narendra Singh,Skill Development
"Introduction of the Railways (Amendment) Bill, 2014. ",7/8/2014,Gowda Shri D.V. Sadananda,
"Introduction of the</span><b><span style=''font-size:13.0pt;line-height:150%;font-family: Aryan2Unicode''> </span></b><span style=''font-size:13.0pt;line-height:150%; font-family:Aryan2Unicode''>Factories (Amendment) Bill, 2014. ",7/8/2014,Sai Shri Vishnu Deo,
"Introduction of the Apprentices (Amendment) Bill, 2014. ",7/8/2014,Sai Shri Vishnu Deo,
"Further discussion on the motion for consideration of the Securities Laws (Amendment) Bill, 2014 (Discussion Concluded and Bill Passed). ",6/8/2014,"Chaudhary Shri P.P.,Dubey Shri Nishikant ,Kumar Dr. Arun,Somaiya Dr. Kirit,Velagapalli Dr. Vara Prasadarao,Rudy Shri Rajiv Pratap,Ahluwalia Shri S.S.,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Jena Shri Rabindra Kumar,Kumar Shri Kaushalendra,Rajesh Shri M. B.,Banerjee Shri Kalyan,Basheer Shri E. T. Mohammed,P. Shri Nagarajan,Sawant Shri Arvind Ganpat,Maganti Shri Murali Mohan,Lekhi Smt. Meenakashi,Yadav Shri Jay Prakash Narayan,Chowdhury Shri Adhir Ranjan,JAITLEY SHRI ARUN","Chit Fund Companies,Economic Policy,Income Tax,Investments,Resource Mobilisation,Telecom Regulatory Authority Of India (trai),Shares and Debentures,Reserve Bank of India (RBI),Non-Governmental Organisations (NGO),Penalty,Investors,Monitoring Mechanism,Scams,Securities and Exchange Board of India (SEBI),Enquiry,Foodgrains,Punishments,Fraudulant Practices,Money Laundering,Online Trading,Insurance Regulatory and Development Authority (IRDA ,Fake Agencies,Competition Commission of India,Multi Level Marketing"
"Discussion on the motion for consideration of the Securities Laws (Amendment) Bill, 2014 (Discussion not concluded). ",5/8/2014,"Moily Dr. M. Veerappa,Somaiya Dr. Kirit,JAITLEY SHRI ARUN","Foreign Investments,Investments,Regulations,Special Courts,Compensations,Corruption,Penalty,Scams,Securities and Exchange Board of India (SEBI)"
"Introduction of the Securities Laws (Amendment) Bill, 2014. ",4/8/2014,SITHARAMAN SMT. NIRMALA,
"Introduction and passing of the Delhi Appropriation (No. 2), 2014. ",30-07-2014,JAITLEY SHRI ARUN,
"Further discussion on the motion for consideration of the Finance (No. 2) Bill, 2014 (Discussion Concluded and Bill Passed.). ",25-07-2014,JAITLEY SHRI ARUN,"Black Money,Economic Development,Gross Domestic Product,Industrial Development,Inflation,Interest Rate,National Security,Taxation,Poverty Alleviation,Real Estate,One-Rank-One-Pension ,Goods and Services Tax (GST),Central Board of Direct Taxes (CBDT),War Memorial"
"Discussion on the motion for consideration of the Finance (No. 2) Bill, 2014 (Discussion not concluded). ",24-07-2014,"Singh Shri Hukum,Dubey Shri Nishikant ,Moily Dr. M. Veerappa,Ram Shankar Dr. Prof.,Ray Dr. Ravindra Kumar,Galla Shri Jayadev,Chandumajra Shri Prem Singh,Lakhanpal Shri Raghav,Venugopal Shri K. C.,Premachandran Shri N.K.,Kalvakuntla Smt. Kavitha,Roy Prof. Saugata,Rai Shri Prem Das,Kumar Shri Kaushalendra,Angadi Shri Suresh Chanabasappa,Thambi durai, Dr. M.,Karunakaran Shri P.,Sampath Shri Anirudhan,Basheer Shri E. T. Mohammed,Baheria Shri Subhash Chandra,Subbareddy Shri Yerram Venkata,Khanna Shri Vinod,Muniyappa Shri K.H.,Kataria Shri Rattan Lal,Adsul Shri Anandrao ,Lekhi Smt. Meenakashi,Rori Shri Charanjeet Singh,Meinya Dr. Thokchom,Yadav Shri Jay Prakash Narayan,Panda Shri Baijayant ""Jay"",JAITLEY SHRI ARUN","Agricultural Production,Agricultural Sector,Black Money,Economic Development,Film Industry,Gross Domestic Product,Indira Awaas Yojana,Industrial Growth,Inflation,Jute Industry,Land Acquisition,Quality Education,Tax Exemption,Tax Reforms,Taxation,Unemployment,Reserve Bank of India (RBI),Food Corporation of India (FCI),Value Added Tax (VAT),Poverty Alleviation,Prime Minister Gram Sadak Yojana (PMGSY),Irrigation Facilities,Pilgrimage,Foreign Direct Investment (FDI),Food Security,Below Poverty Line,Life Saving Drugs,Small and Marginal Farmers,Farmers' Welfare,E-governance,Special Economic Zones,Public Private Partnership (PPP),Banking Facilities,Banking Industry,Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA),Direct Tax Code (DTC),Goods and Services Tax (GST),General Anti-Avoidance Rules (GAAR),Tax Administration"
"Introduction and passing of the Appropriation (No. 3) Bill, 2014. ",23-07-2014,JAITLEY SHRI ARUN,
"Introduction and passing of the Appropriation (No.2) Bill, 2014. ",18-07-2014,JAITLEY SHRI ARUN,
"Deferrment of the Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2014. ",17-07-2014,GEHLOT SHRI THAAWAR CHAND,
"Introduction of the Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2014. ",16-07-2014,GEHLOT SHRI THAAWAR CHAND,
"Introduction and passing of the Appropriation (Railways) No. 2 Bill, 2014. ",15-07-2014,Gowda Shri D.V. Sadananda,
"Introduction and passing of the Appropriation (Railways) No. 3 Bill, 2014. ",15-07-2014,Gowda Shri D.V. Sadananda,
"Introduction of the Telecom Regulatory Authority of India (Amendment) Bill, 2014. ",11/7/2014,"Roy Prof. Saugata,PRASAD SHRI RAVI SHANKAR,PRASAD SHRI RAVI SHANKAR",Telecommunication Industry
"Introduction of the Finance (No.2) Bill, 2014. ",10/7/2014,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the National Institute of Design Bill, 2014, as passed by Rajya Sabha. ",9/7/2014,"Rudy Shri Rajiv Pratap,Gogoi Shri Gaurav,Goud Dr. Boora Narsaiah,Jena Shri Rabindra Kumar,Roy Prof. Saugata,Rai Shri Prem Das,Salim Shri Mohammad,SITHARAMAN SMT. NIRMALA,SITHARAMAN SMT. NIRMALA","Cold Storage,Food Processing,Industrial Design,National Institute of Design,National Institute of Fashion Technology,Foreign Direct Investment (FDI),Public Private Partnership (PPP)"
"Introduction of the Andhra Pradesh Reorganisation (Amendment) Bill, 2014. ",8/7/2014,"Boianapalli Shri Vinod Kumar,Mahtab Shri Bhartruhari,Singh Shri Rajnath","State Reorganisation,Tribal Welfare"
