Title,Date,Participants,Ref.Keywords
"Introduction of the National Commission for Farmers Bill, 2015 (motion adopted). ",24-04-2015,Patel Shri Devji Mansingram,"Agriculture,Gross Domestic Product,Natural Calamities,Farmers' Welfare"
"Introduction of the Fodder Warehouse Board Bill, 2015 (motion adopted). ",24-04-2015,Patel Shri Devji Mansingram,"Animal Protection,Animals,Feeding,Natural Calamities"
"Introduction of the Constitution (Scheduled Tribes) Order (Amendment) Bill, 2015  (motion adopted). ",24-04-2015,Ram Shri Vishnu Dayal,Scheduled Tribes (STs)
"Introduction of the Constitution (Scheduled Castes) Order (Amendment) Bill, 2015 (motion adopted) ",24-04-2015,Rajbhar Shri Hari Narayan,"Backward Classes,Reservation"
"Introdcution of the Prohibition Of Interference With Freedom of Matrimonial Alliances in The Name of Honour and Tradition Bill, 2015 (motion adopted). ",24-04-2015,Jena Shri Rabindra Kumar,"Family Law,Marriage,Honour Killing"
"Introduction of the Special Marriage (Amendment) Bill, 2015 (Amendment Of Section 5) (motion adopted). ",24-04-2015,Jena Shri Rabindra Kumar,"Family Law,Marriage Registration,Honour Killing"
"Introduction of the Transgender Persons (Provision of Social Security) Bill, 2015 (motion adopted). ",24-04-2015,Girri Shri Maheish,"Social Development,Gender Discrimination,Welfare Measures"
"Introduction of the Prevention of Begging and Rehabilitation of Beggars Bill, 2015 (motion adopted). ",24-04-2015,Solanki Dr. Kirit Premjibhai,"Beggars & Begging,Child Abuse"
"Introduction of the National Commission For Farmers'' Income Bill, 2015 (motion adopted). ",24-04-2015,Dhruvanarayana Shri Rangaswamy,"Compensation,Debt Relief,National Crime Record Bureau,Natural Calamities,Farmers' Suicide,Farmers' Welfare"
"Introduction of the Constitution (Amendment) Bill, 2015 (Amendment of the Eighth Schedule) (motion adopted) ",24-04-2015,Choubey Shri Ashwini Kumar,"Languages,Regional Languages,Bhojpuri"
"Introduction of the Medical Device Regulatory Authority Bill, 2015. (motion adopted) ",24-04-2015,Jaiswal Dr. Sanjay,Medical Equipment
"Introduction of the Martyrs (Payment Of Adequate Compensation) Bill, 2015. (motion adopted)",24-04-2015,Hooda Shri Deepender Singh,"Armed Forces,Compensation,Paramilitary Forces"
Introduction of the Bose Regiment Bill (motion adopted). ,24-04-2015,Hooda Shri Deepender Singh,"Army,Bose S C,Indian National Army"
"Introduction of the Constitution (Amendment) Bill, 2015 (Amendment of the Eighth Schedule) (motion adopted) ",24-04-2015,Mishra Shri Bhairon Prasad,"Bundelkhand,Regional Languages"
"Introduction of the Constitution (Scheduled Tribes) Order (Amendment) Bill, 2015  (Amendment of the Schedule) (motion adopted). ",24-04-2015,Sanjar Shri Alok,"Backward Classes,Reservation"
"Introduction of the Writers And Artists'' Social Security Bill, 2015 (motion adopted). ",24-04-2015,Gandhi Shri Dilip Kumar Mansukhlal,"Artisans,Social Development"
"Introduction of the Cultural Heritage Conservation Bill, 2015. (motion adopted) ",24-04-2015,Gandhi Shri Dilip Kumar Mansukhlal,"Archaeological Sites,Conservation,National Heritage"
"Introduction of the Cow And Other Milch Animals (Prohibition of Slaughter, Cruelty and  Other Provisions) Bill, 2015. (motion adopted) ",24-04-2015,Dubey Shri Nishikant ,"Animal Cruelty,Cow slaughter"
"Introduction of the Drought Affected And Drought Prone Areas (Special Provisions) Bill, 2015. (motion adopted) ",24-04-2015,Dubey Shri Nishikant ,"Compensation,Drought Relief,Fodder,Natural Calamities,Natural Disaster Relief"
"Introduction of the Underprivileged, Orphan, Vagabond and Other  Street Children (Prevention Of  Abuse, Rehabilitation  And Welfare) Bill, 2015. (motion adopted)",24-04-2015,Dubey Shri Nishikant ,"Child Welfare,Sexual Assualt"
Further discussion on the motion for consideration of the compulsory Voting Bills moved by Shri Janardhan Singh Singrival (not concluded). ,24-04-2015,"Mishra Shri Bhairon Prasad,Chaudhary Shri P.P.,Patel Shri Prahlad Singh,Mann Shri Bhagwant,Singh Shri Satya Pal,Sigriwal Shri Janardan Singh,Mahtab Shri Bhartruhari,Yadav Shri Hukmdev Narayan,Patel Smt. Jayshreeben ,Kataria Shri Rattan Lal,Birla Shri Om,Pal Shri Jagdambika","Compulsory Education,Election Commission,Electoral Law,Electoral Reforms,Electoral Systems,Fundamental Duties,Polling Stations,Local Administration,Electorate,Postal Ballot,Senior Citizens,Voters List,Voting Rights,Right to Vote,Polling Booths,NOTA"
Need to ensure timely payment to Sugarcane growers by the insurance companies and sugar mills. ,24-04-2015,Singh Dr. Nepal,Sugar Industry
Regarding augmentation of railway facilities in Allahabad Division. ,24-04-2015,Maurya Shri Keshav Prasad,"Railway Passenger Amenities,Trains,Railway Platfrom,Railway Overbridges"
Need to take measures to protect cashew industries from outside competion. ,24-04-2015,Premachandran Shri N.K.,"Cashew Nuts,Dry Fruits,Exports"
Further discussion on agrarian situation in the country. ,19-03-2015,"Gupta Shri Sudheer,Karandlaje Km. Shobha,Singh Shri Hukum,Yadav Shri Laxmi Narayan,Singh Shri Satya Pal,Singh Shri Rajveer (Raju Bhaiya),Singh Dr. Bhola,Gandhi Dr. Dharam Vira,Patel Shri Devji Mansingram,Bhaleram Shri Dharambir,Kumar Dr. Arun,Singh Shri Sushil Kumar,Arunmozhithevan Shri A.,Ashok Kumar Shri K.,Chauhan Shri Devusinh Jesingbhai,Hari Shri G.,Mondal Smt. Pratima,Chinnayan Shri S.Selvakumara,K. Shri Parasuraman,Sathyabama Smt. V.,Sundaram Shri P.R.,Pandey Dr. Mahendra Nath,Vanaroja Smt. R.,Chandel Kunwar Pushpendra Singh,Nishank Dr. Ramesh Pokhriyal,Yadav Shri Dharmendra,Galla Shri Jayadev,Chandumajra Shri Prem Singh,Phoole Sushree Sadhvi Savitri Bai,Chaudhary Shri Santokh Singh,Muddahanumegowda Shri S.P.,Majhi Shri Balabhadra,Deo Shri Arka Keshari,Satav Shri Rajeev Shankarrao,Premachandran Shri N.K.,Jena Shri Rabindra Kumar,Boianapalli Shri Vinod Kumar,Samal Dr. Kulamani,Kumar Shri Kaushalendra,Singh Dr. Prabhas Kumar,Udasi Shri Shivkumar Chanabasappa,Hooda Shri Deepender Singh,Verma Shri Bhanu Pratap Singh,Suresh Shri Doddaalahalli Kempegowda,Mahtab Shri Bhartruhari,Kumar Shri P.,Karunakaran Shri P.,Basheer Shri E. T. Mohammed,Sule Smt. Supriya Sadanand,Patasani Shri Prasanna Kumar,Senthilnathan Shri PR.,Gopalakrishnan Shri R.,Hukkeri Shri Prakash Babanna,S.R. Shri Vijay Kumar,Vellaigounder Shri Elumalai,Parthipan Shri R.,Mandal Dr. Tapas,Chandrappa Shri B.N.,Bose Prof. (Dr.) Sugata,Bidhuri Shri Ramesh,Ghosh Km. Arpita,Patole Shri Nanabhau Falgunrao,Choubey Shri Ashwini Kumar,Kulaste Shri Faggan Singh,Patel Smt. Jayshreeben ,Butta Smt. Renuka,Devi Smt. Veena,Ranjan (Pappu Yadav) Shri Rajesh,Dhotre Shri Sanjay Shamrao,Tripathi Shri Sharad,Sawant Shri Arvind Ganpat,Kateel Shri Nalin Kumar,Maganti Shri Murali Mohan,Birla Shri Om,Khadse Smt. Raksha Nikhil,Singh Shri Bharatendra,Pandey Shri Ravindra Kumar,Tumane Shri Krupal Balaji,Singh Deo Shri Kalikesh Narayan,Singh Shri Virendra,Singh Shri Ravneet,Devi Smt. Rama,Karadi Shri Sanganna Amarappa,Choudhary Shri Ram Tahal,Dhruvanarayana Shri Rangaswamy,MUNDE DR. PRITAM GOPINATH","Agricultural Insurance,Agricultural Machinery,Animal Husbandry,Cash Crops,Cold Storage,Debt Burden,Drought,Economic Disparity,Economic Surveys,Fishery,Gross Domestic Product,Krishi Vigyan Kendras,National Sample Survey Organisation,Natural Calamities,Natural Resources,Per Capita Income,Pest Control,Planning Commission,Rubber Industry,Soil Fertility,Subsidies,Telugu Ganga Project,Warehouses,Water Reservoirs,Agricultural Growth,Wildlife Act,Cultivable Land,Food Corporation of India (FCI),Poverty Alleviation,Minimum Support Prices (MSP),Organic Farming,Infrastructure Development,Crop Insurance ,Dairy Industry,Agricultural Labourers,Cooperative Banks,Loan Waiving,Irrigation Facilities,Kisan Credit Card,Foreign Direct Investment (FDI),Rain Water Harvesting,Below Poverty Line,Sugarcane Growers,Farmers' Suicide,Rural migration,Inter-linking of rivers,Import Policy,Climate Change,Public Private Partnership (PPP),Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA),Landless Farmers,Direct Benefit Transfer Scheme"
"Introduction of the Constitution (Amendment) Bill, 2014 (Amendment of article1, etc.) ",13-03-2015,Adityanath Shri Yogi,
"Introduction of the Representation of The People (Amendment) Bill, 2015 (Substitution of new section for section 70).",13-03-2015,"Panda Shri Baijayant ""Jay""",
"Introduction of the Old Age Pension Bill, 2015. ",13-03-2015,Datta Shri Sankar Prasad,"Pension Schemes,Social Security"
"Introduction of the Constitution (Amendment) Bill, 2015 (Insertion of new article 21B). ",13-03-2015,Datta Shri Sankar Prasad,"Health Facilities,Social Security"
"Introduction of the Insurance Agents Welfare Fund Bill, 2015. ",13-03-2015,Datta Shri Sankar Prasad,"Welfare Schemes,insurance sector,Life Insurance Corporation (LIC)"
"Introduction of the Constitution (Amendment) Bill, 2015 (Insertion of new article 16A). ",13-03-2015,Datta Shri Sankar Prasad,"Employment Opportunities,Private Sector"
"Introduction of the  Indian Penal Code (Amendment) Bill, 2015 (Substitution of new section for section 272). ",13-03-2015,Jaiswal Dr. Sanjay,"Punishments,Food Adulteration"
"Introduction of the Food Safety and Standards (Amendment) Bill, 2015 (Amendment of Section 3, etc.)",13-03-2015,Jaiswal Dr. Sanjay,"Adulteration,Punishments"
"Introduction of the Constitution (Amendment) Bill, 2015 (Amendment of Articles 123 and 213). ",13-03-2015,Mahtab Shri Bhartruhari,Ordinance
"Introduction of the  Unemployment Allowance for Graduates Living Below Poverty Line Bill, 2015. ",13-03-2015,Girri Shri Maheish,"Unemployed Youth,Make-in-India"
"Introduction of the Play Schools (Regulation) Bill, 2015. ",13-03-2015,Girri Shri Maheish,Quality Education
"Introduction of the Hindu Adoptions and Maintenance (Amendment)  Bill, 2015 (Amendment of Section 18). ",13-03-2015,Patil Shri Chandrakant Raghunath,Hindu Code
"Introduction of the  Health Insurance Scheme For Disabled Persons Bill, 2015. ",13-03-2015,Chowdhary Shri Pankaj,"Medical Facilities,Medical Treatment,Medical Hospitals"
"Introduction of the  Prohibition on Forced Religious Conversion Bill, 2015. ",13-03-2015,Patil Shri A.T. (Nana),"Fraudulant Practices,Religion Conversion"
"Introduction of the Universal Payment of Dearness Allowance Bill, 2015. ",13-03-2015,Patil Shri A.T. (Nana),
"Introduction of the Naxal Affected States Development Council Bill, 2015. ",13-03-2015,Patil Shri A.T. (Nana),"Development Programmes,Naxalism"
"Introduction of the  Constitution (Amendment) Bill, 2015 (Amendment of Article 24).  ",13-03-2015,Patil Shri A.T. (Nana),"Child Labour,Free Education"
"Introduction of the Tourism Promotion Corporation of India Bill, 2015. ",13-03-2015,Dubey Shri Nishikant ,Tourism Development
"Introduction of the Maintenance of Public Cleanliness and Waste Management Bill, 2015. ",13-03-2015,Solanki Dr. Kirit Premjibhai,Sanitation
"Introduction of the the Domestic Workers (Decent Working Conditions) Bill, 2015. ",13-03-2015,Solanki Dr. Kirit Premjibhai,"Employment,Human Rights"
"Introduction of the Constitution (Amendment) Bill, 2015 (Insertion of new Article 371 CA). ",13-03-2015,Meinya Dr. Thokchom,Manipur
"Introduction for the Special Financial Assistance to the State of Bihar Bill, 2015. ",13-03-2015,Yadav Shri Om Prakash,"Development Programmes,Financial Aid,SC & ST Welfare"
"Introduction of the Palliative Care (Education and Training) Bill, 2015. ",13-03-2015,Yadav Shri Om Prakash,"Medical Facilities,Medical Treatment"
"Introduction of the Slums and Jhuggi Jhopri Areas Clearance Bill, 2015. ",13-03-2015,Yadav Shri Om Prakash,"Slum Dwellers,Basic Amenities"
"Introduction of the Constitution (Amendment) Bill, 2015 (Insertion of New Article 279A). ",13-03-2015,Yadav Shri Om Prakash,"Development Programmes,Centrally Sponsored Schemes,Scheme Implementation"
"Introduction of the Constitution (Scheduled Tribes) Order (Amendment) Bill, 2015 (Amendment of the Schedule). ",13-03-2015,Karunakaran Shri P.,"Tribal Areas,Tribal Welfare"
"Introduction of the Tailoring Workers (Welfare) Bill, 2015. ",13-03-2015,Karunakaran Shri P.,"Labour Laws,Social Security"
"Introduction of the  Special Financial Assistance to the State of Jharkhand Bill, 2015. ",13-03-2015,Singh Shri Sunil Kumar,"Development Programmes,Financial Aid,SC & ST Welfare"
"Introduction of the Orphan Child (Welfare) Bill, 2015. ",13-03-2015,Patel Shri Prahlad Singh,"Child Development,Child Welfare"
"Introduction of the Private Vehicles (Exemption from Toll) Bill, 2015. ",13-03-2015,Patel Shri Prahlad Singh,
"Introduction of the Television Broadcasting Companies (Regulation) Bill, 2015. ",13-03-2015,Patel Shri Prahlad Singh,Media
"Introduction of the Indian Penal Code (Amendment) Bill, 2015 (Amendment of Section 376). ",13-03-2015,Patel Shri Prahlad Singh,"Rape,Video Films,Punishments"
"Introduction of the National Commission for Students Bill, 2015. ",13-03-2015,Sampath Shri Anirudhan,"Education,Free Education"
"Introduction of the Indian Penal Code (Amendment) Bill, 2015 (Amendment of Section 375). ",13-03-2015,Pal Shri Jagdambika,Marriage
"Introduction of the  Information Technology (Amendment) Bill, 2015 (Amendment of Section 66A). ",13-03-2015,Pal Shri Jagdambika,"Punishments,Freedom of Expression"
"Introduction of the Gazetted Officers of Central Government  (Compulsory Military Training) Bill, 2015. ",13-03-2015,Khanduri AVSM Maj. Gen. (Retd) Bhuwan Chandra,Government Employees
"Introduction of the Provision of Social Security to Senior Citizens Bill, 2015. ",13-03-2015,Sigriwal Shri Janardan Singh,Old Age Benefits
"Introduction of the Rural Labour Welfare Fund Bill,  2015. ",13-03-2015,Sigriwal Shri Janardan Singh,"Agricultural Labourers,Welfare Measures"
"Introduction of the  Electricity (Amendment) Bill, 2015 (Amendment of Section 135). ",13-03-2015,Gandhi Shri Feroze Varun,"Power Generation,Power Theft"
"Introduction of the Constitution (Amendment) Bill, 2015 (Insertion of new Article 220A). ",13-03-2015,Chaudhary Shri P.P.,"Judges,Appointment"
"Introduction of the Constitution (Amendment) Bill, 2015  (Amendment of Article 124). ",13-03-2015,Chaudhary Shri P.P.,"Judges,Judiciary"
"Further discussion on the motion for consideration of the Senior Citizens (Provision of Geriatric and Dementia Care) Bill, 2014 (Bill withdrawn). ",13-03-2015,"Sampla Shri Vijay,Singh Dr. Satya Pal,Dubey Shri Nishikant ,Chaudhary Shri C.R.,Teacher Smt. P.K.Sreemathi,Datta Shri Sankar Prasad,Mahtab Shri Bhartruhari,Karunakaran Shri P.,Choubey Shri Ashwini Kumar,Tripathi Shri Sharad,Chowdhury Shri Adhir Ranjan,NADDA SHRI JAGAT PRAKASH","AIIMS,Diseases,Financial Aid,Health Facilities,Health Insurance,Health Policy,Medical Facilities,Medical Treatment,Mental Retardation,Old Age Benefits,Pension Schemes,Physically Handicapped,Rehabilitation,Safety Measures,Security Measures,Health Care,World Health Organisation (WHO),Punishments,Medical Hospitals,Transport Facilities,Nuclear Family"
"Discussion on the motion for consideration of the Compulsory Voting Bill, 2014 (Discussion not concluded). ",13-03-2015,Sigriwal Shri Janardan Singh,Election Commission
"Introduction of the Compulsory Military Training Bill, 2014. ",27-02-2015,Singh Dr. Bhola,"Extremists,Self Defence"
"Introduction of the Rural Electrification Bill, 2014. ",27-02-2015,Singh Dr. Bhola,"Agricultural Sector,Power Shortage"
"Introduction of the Non-Resident Indians (Voting Rights and Welfare) Bill, 2014. ",27-02-2015,Singh Dr. Bhola,Voting Rights
"Introduction of the Right to Work Bill, 2014. ",27-02-2015,Singh Shri Bhola,"Fundamental Rights,Unemployment"
"Introduction of the Intangible Cultural Heritage (Protection, Preservation and Promotion) Bill, 2015. ",27-02-2015,"Panda Shri Baijayant ""Jay""",Preservation of Cultural Heritage
"Introduction of the Medical Therapy Practitioners and Clinics (Regulation and Control) Bill, 2014. ",27-02-2015,Sule Smt. Supriya Sadanand,"Medical Council of India,Medical Services"
"Introduction of the Free and Compulsory Education for Children of  Parents Living Below Poverty Line Bill, 2014. ",27-02-2015,Sule Smt. Supriya Sadanand,
"Introduction of the Constitution (Amendment) Bill, 2015 <i>(Amendment of Article 148)</i>. ",27-02-2015,"Panda Shri Baijayant ""Jay""","Comptroller and Auditor-General (CAG),Appointment"
"Introduction of the Foreign Educational Institutions (Regulation of Entry and Operations) Bill, 2015. ",27-02-2015,Shetti Shri Raju alias Devappa Anna,"Higher Education,Technical Education,University Grants Commission"
"Introduction of the Two Child Norm Bill, 2014. ",27-02-2015,Sule Smt. Supriya Sadanand,Population Control
"Introduction of the  Children Protection Bill, 2014. ",27-02-2015,Sule Smt. Supriya Sadanand,"Child Abuse,Domestic Violence,Human Trafficking"
"Introduction of the Constitution (Amendment) Bill, 2015 (Insertion of new article 14A, etc.)</i>. ",27-02-2015,Mahtab Shri Bhartruhari,"Personal Law,Uniform Civil Code"
"Introduction of the  Constitution (Amendment) Bill, 2015 <i>(Insertion of new article 21B). </i><b>",27-02-2015,Singh Shri Sushil Kumar,"Fundamental Rights,Right to Privacy"
"Introduction of the Insurance (Amendment) Bill, 2015 (Amendment of section 2, etc.)</i>. ",27-02-2015,Singh Shri Sushil Kumar,"Ombudsman,Insurance Policy"
"Introduction of the Code of Civil Procedure (Amendment) Bill, 2015 <i>(Amendment of Order XXI)</i>. ",27-02-2015,Lekhi Smt. Meenakashi,"Judicial Delay,Pending Cases"
"Introduction of the High Court of Madhya Pradesh (Establishment of a Permanent Bench at Bhopal) Bill, 2015. ",27-02-2015,Sanjar Shri Alok,Court Benches
"Introduction of the Domestic Workers (Welfare and Regulation of Employment) Bill, 2015. ",27-02-2015,Mahtab Shri Bhartruhari,"Social Security,Unorganised Sector"
"Introduction of the Constitution (Amendment) Bill, 2015 <i>(Insertion of new article 21B)</i>. ",27-02-2015,Sigriwal Shri Janardan Singh,"Housing Needs,Basic Amenities"
"Introduction of the Constitution (Amendment) Bill, 2015 (Amendment of the Eighth Schedule). ",27-02-2015,Sigriwal Shri Janardan Singh,"Language Promotion,Bhojpuri"
"Introduction of the Special Financial Assistance to the State of Uttarakhand Bill, 2015. ",27-02-2015,Khanduri AVSM Maj. Gen. (Retd) Bhuwan Chandra,"Financial Aid,Welfare Measures"
"Introduction of the  Electronic Waste (Handling and Disposal) Bill, 2015. ",27-02-2015,Khanduri AVSM Maj. Gen. (Retd) Bhuwan Chandra,"Electronic Equipment,Health Hazards"
"Introduction of the Food Safety and Standards (Amendment) Bill, 2015<i> (Insertion of new section 56A)</i>. ",27-02-2015,Patil Shri Chandrakant Raghunath,"Adulteration,Punishments"
"Introduction of the Free and Compulsory Education for Disabled and Needy Children Bill, 2015. ",27-02-2015,Shetty Shri Gopal Chinayya,Educational Systems
"Introduction of the Constitution (Amendment) Bill, 2015 <i>(Insertion of new article 21B)</i>. ",27-02-2015,Shetty Shri Gopal Chinayya,"Drinking Water,Basic Amenities"
"Introduction of the  Constitution (Amendment) Bill, 2015 </span><i><span style=''font-size:13.0pt; font-family:Aryan2Unicode''>(Amendment of the Preamble, etc.).</span></i><span style=''font-size:13.0pt;font-family:Aryan2Unicode''> ",27-02-2015,Shetty Shri Gopal Chinayya,
"Introduction of the  Special Financial Assistance to the State of Andhra Pradesh Bill, 2015. ",27-02-2015,Maganti Shri Murali Mohan,"Development Programmes,Financial Aid,Welfare Measures"
"Introduction of the Children Belonging to the Scheduled Castes and the Scheduled Tribes (Reservation and Compulsory Display of Seats by Educational Institutions) Bill, 2015. ",27-02-2015,Lokhande Shri Sadashiv Kisan,"Admission,Welfare Measures"
"Introduction of the Prohibition on Religious Conversion (By Inducement or Force) Bill, 2015. ",27-02-2015,Lokhande Shri Sadashiv Kisan,Religion Conversion
"Introduction of the Scheduled Castes and Scheduled Tribes (Compulsory Notification and filling up of Reserved Vacancies) Bill, 2015. ",27-02-2015,Lokhande Shri Sadashiv Kisan,"Job Vacancies,SC & ST Welfare"
"Introdution of the Central Universities (Amendment) Bill, 2015. ",27-02-2015,Sanjar Shri Alok,Higher Education
"Introduction of the Prevention of Influx of Foreign Nationals into the Country Bill, 2015. ",27-02-2015,Nishank Dr. Ramesh Pokhriyal,"Infiltration,National Register"
"Introduction of the Youth Welfare Bill, 2015. ",27-02-2015,Nishank Dr. Ramesh Pokhriyal,"Education,Employment"
"Introduction of the Eradication of Unemployment Bill, 2015. ",27-02-2015,Nishank Dr. Ramesh Pokhriyal,"Employment Opportunities,Unemployment Allowance,Unemployed Youth"
"Introduction of the  Promotion of Two Child Norm Bill, 2015. ",27-02-2015,Nishank Dr. Ramesh Pokhriyal,"Population Control,Population Explosion"
"Introduction of the  Beedi Workers Bill, 2014. ",27-02-2015,Singh Shri Sunil Kumar,"Beedi Industry,Welfare Measures"
"Introduction of the Private Schools (Regulation) Bill, 2014. ",27-02-2015,Singh Shri Sunil Kumar,
"Further discussion on the Motion for consideration of the Senior Citizens (Provisions of Geriatric and Dementia Care) Bill, 2014 moved by Shri Bhartruhari Mahtab on the 12th December, 2014 (Discussion not concluded). ",27-02-2015,"Mishra Shri Bhairon Prasad,Chaudhary Shri P.P.,Chaudhary Shri C.R.,Boianapalli Shri Vinod Kumar,Roy Prof. Saugata,Rai Shri Prem Das,Samal Dr. Kulamani,Mahtab Shri Bhartruhari,Sampath Shri Anirudhan,Yadav Shri Hukmdev Narayan,Patel Smt. Jayshreeben ,Pal Shri Jagdambika","Brain Fever,Disease Control,Economic Policy,Gross Domestic Product,Health Facilities,Health Services,Human Rights,Medical Colleges,Medical Education,Medical Facilities,Moral Education,Paramedical Personnel,Research and Development,Social Security,Non-Governmental Organisations (NGO),World Health Organisation (WHO),Imprisonment,Punishments,Awareness Programme,Yoga Education,Accredited Social Health Activist (ASHA),Health Sector"
"Introduction of the Mines and Minerals (Development and Regulation) Amendment Bill, 2014 (Insertion Of New Section 3a). ",41985,Pala Shri Vincent H,
"Introduction of The Nursing Profession (Abolition of Service Bond and Miscellaneous Provisions) Bill, 2014.",41985,Antony Shri Anto ,
"Introductin of the Constitution (Amendment) Bill, 2014 (Amendment of the Eighth Schedule). ",41985,Sahu Shri Tamradhwaj,Languages
"Introduction of the Banning of Harmful Pesticides Bill, 2014. ",41985,Karunakaran Shri P.,"Farming,agricutlure"
"Introduction of the Maternity Benefit (Amendment) Bill, 2014 (Amendment of section 5). ",41985,Karunakaran Shri P.,Women Welfare
"Introduction of the Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Amendment Bill, 2014 (Amendment Of Section 26, Etc.). ",41985,Raghavan Shri M. K.,"Handicapped,Social Welfare"
"Introduction of the Drugs (Price Control) Bill, 2014. ",41985,Raghavan Shri M. K.,Medical Care
"Introduction of the Health Insurance Scheme Bill, 2014. ",41985,Raghavan Shri M. K.,"Insurance,Health Care"
"Introduction of the Constitution(Amendment) Bill, 2014 (Amendment of Article 316). ",41985,Raghavan Shri M. K.,
"Introduction of the Central Homeopathy University Bill, 2014. ",41985,Kodikunnil Shri Suresh,Medical Care
"Introduction of the Scheduled Castes Hamlets (Provision Of Basic Facilities) Bill, 2014. ",41985,Kodikunnil Shri Suresh,
"Introduction of the Commercial Crop Workers (Welfare) Bill, 2014. ",41985,Kodikunnil Shri Suresh,
"Introduction of ''The High Court at Patna (Establishment of a Permanent Bench at Siwan)'' Bill, 2014.",41985,Yadav Shri Om Prakash,Court Benches
"Introduction of the Farmers (Old Age Pension) Bill, 2014. ",41985,Yadav Shri Om Prakash,Old Age Benefits
"Introduction of the Flood Control Bill, 2014. ",41985,Yadav Shri Om Prakash,
"Introduction of The Armed Forces Covenant Bill, 2014. ",41985,Khanduri AVSM Maj. Gen. (Retd) Bhuwan Chandra,
"Introduction of the High Court Of Jharkhand (Establishment of a Permanent Bench at Dumka) Bill, 2014. ",41985,Dubey Shri Nishikant ,Court Benches
"Introduction of the Farmers (Protection,Prevention of Suicides and Welfare) Bill, 2014. ",41985,Dubey Shri Nishikant ,"Agriculture,Farmers"
"Introduction of the Indian Penal Code(Amendment) Bill, 2014 (Omission Of Section 353). ",41985,Dubey Shri Nishikant ,"Law and Order,Law Enforcement"
"Introduction of the Constitution (Amendment) Bill, 2014 (Amendment of the Seventh Schedule). ",41985,Chaudhary Shri P.P.,
"Introduction of the Constitution(Amendment) Bill, 2014 (Amendment Of The Seventh Schedule). ",41985,Chaudhary Shri P.P.,
"Introduction of the Constitution(Amendment) Bill, 2014 (Amendment Of The Seventh Schedule). ",41985,Chaudhary Shri P.P.,
"Introduction of the Vegetable Products (Remunerative Support Price And Insurance) Bill, 2014.",41985,Patel Shri Devji Mansingram,
"Introduction of the Farmers (Protection From Natural Calamities And Other Welfare Measures) Bill, 2014. ",41985,Patel Shri Devji Mansingram,
"Introduction of the Fruit And Vegetable Board Bill, 2014. ",41985,Patel Shri Devji Mansingram,
"Introduction of The Compulsary Medical Preparedness in Schools Bill, 2014. ",41985,Solanki Dr. Kirit Premjibhai,
"Introduction of the Constitution(Amendment) Bill, 2014 (Amendment Of Article 243C). ",41985,Khanduri AVSM Maj. Gen. (Retd) Bhuwan Chandra,
"Introduction of the Prohibition on use of Coercive Methods for Recovery of Bank Loans Bill, 2014. ",41985,Solanki Dr. Kirit Premjibhai,
"Introduction of the Indian Penal Code (Amendment) Bill, 2014 (Insertion of new section 304AA). ",41985,Solanki Dr. Kirit Premjibhai,
"Introduction of the Euthanasia (Regulation) Bill, 2014. ",41985,Mahtab Shri Bhartruhari,
"Introduction of the Public Records (Amendment) Bill, 2014 (Amendment Of Section 2, Etc.). ",41985,Tharoor Dr. Shashi,
"Introduction of The Establishment of Permanent Benches of High Courts at State Capitals Bill, 2014. ",41985,Tharoor Dr. Shashi,
"Introduction of The Good Samaritan(Protection From Civil And Criminal Libilities) and Miscellaneous Provisions Bill, 2014. ",41985,Kher Smt. Kirron,
"Indian Forest (Amendment) Bill, 2014(Amendment of Section 2). ",41985,Rai Shri Prem Das,
"Narcotic Drugs and Psychotropic Substanes Abuse (Survey) Bill, 2014. ",41985,Rai Shri Prem Das,
"Introduction of the States Reorganisation Commission Bill, 2014. ",41985,Khaire Shri Chandrakant Bhaurao,
"Introduction of the Compulsory Voting Bill,2014. ",41985,Khaire Shri Chandrakant Bhaurao,
"Commission for the Formation of the State of Vidarbha Bill, 2014. ",41985,Nete Shri Ashok Mahadeorao,
"Introduction of the Forest (Conservation) Amendment Bill, 2014 (Insertion of new section 3C). ",41985,Nete Shri Ashok Mahadeorao,
"Introduction of the Unemployment Allowance Bill, 2014. ",41985,Nete Shri Ashok Mahadeorao,
"Introduction of the Civilian Awards (Recommendation Committee) Bill, 2014. ",41985,Nete Shri Ashok Mahadeorao,
"Introduction of the Constitution (Amendment) Bill, 2014 (Insertion of New Articles 21b, 21c and 21d). ",41985,Patil Shri Chandrakant Raghunath,
"Introduction of the Special Financial Assistance to the State of Gujarat Bill, 2014. ",41985,Patil Shri Chandrakant Raghunath,
"Introduction of Abolition of Begging Bill, 2014. ",41985,Patil Shri Chandrakant Raghunath,
"Introduction of the Electricity (Amendment) Bill, 2014(Substitution of new section for section 4, etc.). ",41985,Meghwal Shri Arjun Ram ,
"Introduction of the Cow Protection Authority Bill, 2014. ",41985,Meghwal Shri Arjun Ram ,
"Introduction of the Establishment of The Tourism Promotion Authority Bill, 2014. ",41985,Meghwal Shri Arjun Ram ,
"Introduction of the Pre-Conception and Pre-Natal DiagnosticTechniques (Prohibition of Sex Selection) Amendment Bill, 2014 (Insertion of New Section 16b Etc.). ",41985,Meghwal Shri Arjun Ram ,
