Title,Date,Participants,Ref.Keywords
"Introduction of the Prevention of Corruption (Amendment) Bill, 2017 (Amendment of sections17 and 19)",29-12-2017,Singh Shri Sunil Kumar,
"Introduction of the Agricultural Produce (Remunerative Support Prices and Miscellaneous Provisions) Bill, 2017",29-12-2017,Singh Shri Sunil Kumar,Remunerative Prices
"Introduction of the Employees'' State Insurance (Amendment) Bill, 2017 (Amendment of section 1, etc.)",29-12-2017,Premachandran Shri N.K.,Medical Care
"Introduction of the Code of Criminal Procedure (Amendment) Bill, 2017 (Amendment of section 154)",29-12-2017,Chautala Shri Dushyant,First Information Report (FIR)
"Introduction of the Cashew Development Board Bill, 2017",29-12-2017,Singh Shri Sunil Kumar,Agricultural Development
"Introduction of the Protection of Plant Varieties and Farmers'' Rights (Amendment) Bill, 2017 (Amendment of section 39)",29-12-2017,Chautala Shri Dushyant,Compensation
"Introduction of the Human Trafficking (Prevention) Bill, 2017",29-12-2017,Shewale Shri Rahul Ramesh,
"Introduction of the Special Financial Assistance to Mumbai Bill, 2017",29-12-2017,Shewale Shri Rahul Ramesh,Welfare Schemes
"Introduction of the Establishment of Schools upto Senior Secondary Level Bill, 2017",29-12-2017,Singh Shri Sunil Kumar,Educational Institutions
"Introduction of the Financial Assistance for Girl Child born to Parents Living Below Poverty Line Bill, 2017",29-12-2017,Kaushik Shri Ramesh Chander,"Girl Child,Below Poverty Line"
"Introduction of the Special Educational Facilities (for Children of Parents Living Below Poverty Line) Bill, 2017",29-12-2017,Raj Dr. Udit,Scholarships
"Introduction of the Uniform Insurance for Affected Pilgrims Bill, 2017",29-12-2017,Girri Shri Maheish,Insurance Policy
"Introduction of the Protection of Women from Unnecessary Caesarean Section Deliveries Bill, 2017",29-12-2017,Girri Shri Maheish,"Maternal And Child Health,Women Welfare"
"Introduction of the Representation of the People (Amendment) Bill, 2017 (Insertion of New Section 16A)",29-12-2017,Shetty Shri Gopal Chinayya,"Expenditure,Concurrent Election"
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 10)",29-12-2017,Shetty Shri Gopal Chinayya,"Citizenship,Fundamental Rights"
"Introduction of the Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest (Amendment) Bill, 2017 (Amendment of section 31)",29-12-2017,Premachandran Shri N.K.,Weaker Sections
"Introduction of the Drugs and Cosmetics (Amendment) Bill, 2017 (Amendment of section 3)",29-12-2017,Premachandran Shri N.K.,Price Control
"Introduction of the Indian Medical Council (Amendment) Bill, 2017 (Insertion of new section 10E)",29-12-2017,Premachandran Shri N.K.,Standardization
"Introduction of the Agricultural Produce (Remunerative Support Prices and Miscellaneous Provisions) Bill, 2017",29-12-2017,Jaunpuria Shri Sukhbir Singh,Minimum Support Prices (MSP)
"Introduction of the E-Commerce (Regulation) Bill, 2017",29-12-2017,Patil Shri Shivaji Adhalrao,Marketing Rights
"Introduction of the Agricultural and Other Unorganised Workers (Protection and Welfare) Bill, 2017",29-12-2017,Patil Shri Shivaji Adhalrao,"Minimum Wage,Welfare Measures"
"Introduction of the Victims of Terrorism (Compensation and Miscellaneous Provisions) Bill, 2017",29-12-2017,Patil Shri Shivaji Adhalrao,"Compensation,Employment Opportunities,Rehabilitation"
"Introduction of the Management of Religious Institutions and Places of Worship Bill, 2017",29-12-2017,Patil Shri Shivaji Adhalrao,
"Introduction of the Employment Bill, 2017",29-12-2017,Shinde Dr. Shrikant Eknath,"Poverty,Self Employment"
"Introduction of the Violent and Indecent Online Games (Prohibition on Distribution, Sale and Advertisement) Bill, 2017",29-12-2017,Shinde Dr. Shrikant Eknath,"Safety Measures,Violence"
"Introduction of the Illegal Immigrants (Identification and Deportation) Bill, 2017",29-12-2017,Shinde Dr. Shrikant Eknath,
"Introduction of the Payment of Agricultural Inputs Grants Bill, 2017",29-12-2017,Boianapalli Shri Vinod Kumar,Debt Burden
"Introduction of the Aadhaar (Targeted Delivery of Financial and Other Subsidies, Benefits and Services (Amendment) Bill, 2017 (Insertion of new Section 33A)",29-12-2017,Chandel Kunwar Pushpendra Singh,Special Courts
"Introduction of the Stray Cows (Protection and Control) Board Bill, 2017",29-12-2017,Chandel Kunwar Pushpendra Singh,"Miltch Cattle,Animals Poaching"
"Introduction of the Bundelkhand Regiment Bill, 2017",29-12-2017,Chandel Kunwar Pushpendra Singh,
"Introduction of the Compulsory Sports Education and Basic Infrastructure Development in Schools Bill, 2017",29-12-2017,Mahadik Shri Dhananjay Bhimrao,Development Programmes
"Introduction of the Railways (Amendment) Bill, 2017 (Amendment of section 3)",29-12-2017,Ram Mohan Naidu Shri Kinjarapu,Headquarters
"Introduction of the Protection of Human Rights (Amendment) Bill, 2017 (Amendment of section 2, etc.)",29-12-2017,Raj Dr. Udit,Special Courts
"Introduction of the Removal of Homelessness Bill, 2017",29-12-2017,Raj Dr. Udit,Basic Amenities
"Introduction of the Constitution (Amendment) Bill, 2017(Amendment of the Seventh Schedule, etc.)",29-12-2017,Mishra Shri Bhairon Prasad,Water
"Introduction of the Gazetted Officers of the Central Government (Compulsory National Disaster Response Training) Bill, 2017",29-12-2017,Mishra Shri Bhairon Prasad,Natural calamity
"Introduction of the Bio-Degradable Packaging Materials (Compulsory Use in Packing Commodities) Bill, 2017",29-12-2017,Singh Shri Parvesh Sahib,Environmental Protection
"Introduction of the Reorganization of Time Zones Bill, 2017",29-12-2017,Gogoi Shri Gaurav,
"Introduction of the Constitution (Amendment) Bill, 2017(Insertion of new article 24A)",29-12-2017,Lakhanpal Shri Raghav,Water Contamination
"Introduction of the Protection of Children from Sexual Offences (Amendment) Bill, 2017(Amendment of Section 2)",29-12-2017,Gogoi Shri Gaurav,"Child Welfare,Sexual Abuse"
"Further discussion on the motion for consideration of the Sixth Schedule to the Constitution (Amendment) Bill, 2015 moved by Vincent H. Pala on the 5th August 2016 (Discussion not concluded)",29-12-2017,"Rajbhar Shri Hari Narayan,Ray Dr. Ravindra Kumar,Singh Shri Sunil Kumar","Budget Allocation,Economic and Social Development,Educational Development,Elections,Hill Areas,Law and Order,Rehabilitation,Social Security,North Eastern Region,Tribals,Infrastructure Development,North Eastern States,Tribal Welfare,Unity & Integrity,Basic Amenities,Forest Land,Forest Rights"
Introduction of the Population (Stabilisation) Bill 2017. ,21-07-2017,Nishank Dr. Ramesh Pokhriyal,
"Introduction of the Victims of Acid attack, Sexually abused and Trafficked Girls and Women (Compensation and Rehabilitation) Bill, 2017. ",21-07-2017,Nishank Dr. Ramesh Pokhriyal,"Financial Aid,Prostitution,Rape,Rehabilitation"
"Introduction of the Vexatious Litigation (Prevention) Bill, 2017. ",21-07-2017,Nishank Dr. Ramesh Pokhriyal,Contempt of Courts
"Introduction of the Prohibition of  Publication and Dissemination of   objectionable  Material  and Religion Bill, 2017. ",21-07-2017,Nishank Dr. Ramesh Pokhriyal,
"Introduction of the Compulsory Teaching of  Vedic Education in Educational Institutions Bill, 2017. ",21-07-2017,Singh Dr. Satya Pal,Vedic System of Education
"Withdrawl of the Special  Financial  Assistance to the State of Andhra Pradesh Bill, 2015. ",21-07-2017,Maganti Shri Murali Mohan,"Financial Aid,Welfare Measures"
"Introduction of the Scheduled Castes and  Scheduled Tribes Sub Plans   (Budgetary) Allocation and Special Schemes Bill, 2017. ",21-07-2017,Raj Dr. Udit,"Economic and Social Development,SC & ST Welfare,Welfare Measures"
"Introduction of the Indian Penal Code (Amendment) Bill, 2017 (Omission of  section 124A). ",21-07-2017,Karunakaran Shri P.,Sedition
"Introduction of the Employeesâ€™ Provident Funds  and Miscellaneous Provisions (Amendment) Bill, 2017 <i>(Amendment of section 5)</i>. ",21-07-2017,Karunakaran Shri P.,Employees Provident Fund Organisation
"Introduction of the Constitution (Amendment) Bill, 2017</span><span class=MsoFootnoteReference><span style=''font-family:Aryan2Unicode''> </span></span><span style=''font-family:Aryan2Unicode''> </span><i><span style=''font-size:13.0pt;font-family:Aryan2Unicode;color:black''>(Amendment of article 51A)</span></i><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black''>. ",21-07-2017,Karunakaran Shri P.,"Cultural Heritage,Fundamental Duty"
"Introduction of the </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black''>Delhi Metro Railway (Operation and Maintenance)<b> </b>(Amendment) Bill, 2017 <i>(Insertion of  new section 63A)</i>.",21-07-2017,Karunakaran Shri P.,"Imprisonment,Punishments"
"Introduction of the Cervical Cancer (Awareness and Compulsory Vaccination) Bill, 2017. ",21-07-2017,Girri Shri Maheish,"Vaccination,Awareness Programme"
"Introduction of the Prohibition of Employment as Manual Scavengers and their  Rehabilitation  (Amendment) Bill, 2017 <i>(Amendment of  section 31)</i>. ",21-07-2017,Raj Dr. Udit,Rehabilitation
"Introduction of the Constitution (Amendment) Bill, 2017 <i>(Amendment of Seventh Schedule)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode;color:black''>. ",21-07-2017,Lekhi Smt. Meenakashi,"Agricultural Development,Agricultural Sector"
"Introduction of the </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode;color:black;font-weight:normal''>Constitution (Amendment) Bill, 2017 <i>(Amendment of  article 12). ",21-07-2017,Lekhi Smt. Meenakashi,"Municipalities,Panchayats"
"Introduction of the </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black''>Constitution  (Amendment) Bill, 2017 <i>(Amendment of  article 51A)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black''>. ",21-07-2017,Lekhi Smt. Meenakashi,"Democracy,Elections,Compulsory Voting"
"Introduction of the</span><span style=''font-family: Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black;font-weight:normal''>Constitution (Amendment) Bill, 2017 <i>(Amendment of  Seventh Schedule)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black;font-weight:normal''>. ",21-07-2017,Lekhi Smt. Meenakashi,
"Introduction of the</span><span style=''font-family: Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black;font-weight:normal''>Regulation of  Private Hostels and  Paying   Guest Accommodation Centres  Bill, 2017. ",21-07-2017,Girri Shri Maheish,
"Introduction of the </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black''>Indian  Penal Code (Amendment) Bill, 2017 <i>(Amendment  of  section 326A)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black''>. ",21-07-2017,Girri Shri Maheish,"Rehabilitation,Compensations,Acid Attack"
"Introduction of the</span><span style=''font-family: Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black;font-weight:normal''>Distressed Widows and Single Women (Protection, Rehabilitation and Welfare) Bill, 2017.",21-07-2017,Dubey Shri Nishikant ,
"Introduction of the </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black''>Protection of   Children from Sexual Offences (Amendment) Bill, 2017 <i>(Omission of  section 19)</i></span><span style=''font-size:13.0pt; font-family:Aryan2Unicode;color:black''>. ",21-07-2017,Dubey Shri Nishikant ,"Child Abuse,Sexual Harassment"
"Introduction of the</span><span style=''font-family: Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black;font-weight:normal''>Representation of  the People (Amendment) Bill, 2017 <i>(Amendment of  section 14)</i></span><span style=''font-size:13.0pt; font-family:Aryan2Unicode;color:black;font-weight:normal''>. ",21-07-2017,Dubey Shri Nishikant ,Elections
"Introduction of the</span><span style=''font-family:Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode;color:black;font-weight:normal''>High Court of Bombay (Establishment of a Permanent Bench at Hingoli) Bill, 2017. ",21-07-2017,Satav Shri Rajeev Shankarrao,"Judicial Delay,Court Benches,Pending Cases"
"Introduction of the</span><span style=''font-family:Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode;color:black''>Paternity Benefit Bill, 2017. ",21-07-2017,Satav Shri Rajeev Shankarrao,"Child Care,Employment,Unorganised Sector"
"Introduction of the</span><span style=''font-family:Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode;color:black;font-weight:normal''>Domestic Workers (Regulation of Work and Social Security) Bill, 2017. ",21-07-2017,Datta Shri Sankar Prasad,Social Security
"Introduction of the</span><span style=''font-family: Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black;font-weight:normal''>Data (Privacy and Protection) Bill, 2017. ",21-07-2017,"Panda Shri Baijayant ""Jay""",
"Introduction of the</span><span style=''font-family:Aryan2Unicode''> </span><span style=''font-size:13.0pt;line-height:150%;font-family:Aryan2Unicode; color:black;font-weight:normal''>Fishermen (Protection  and Welfare) Bill, 2017. ",21-07-2017,Sawaikar Shri Advocate Narendra Keshav,"Coastal Areas,Fishermen Welfare"
"Introduction of the</span><span style=''font-family: Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode; color:black;font-weight:normal''>Aadhaar (Targeted  Delivery of  Financial  and Other Subsidies, Benefits and Services) Amendment Bill, 2017 <i>(Amendment of  section 2, etc.)</i>. ",21-07-2017,Suman Shri Balka,
"Further discussion on the motion for consideration of the Sixth Schedule to the Constitution (Amendment) Bill, 2015 (Discussion not concluded). ",21-07-2017,"Rajbhar Shri Hari Narayan,Tripathi Shri Sharad,Singh Shri Bharatendra,Baite Shri Thangso,Ering Shri Ninong","Andhra Pradesh,Education,Ethnicity,Forest Dwellers,Health Services,Illegal Migration,Law and Order,Natural Resources,Peace Keeping,Reservation Policy,Corruption,Tribal Welfare,North-Eastern Council (NEC)"
"Introduction of the payment of pension to farmers in drought affected areas Bill, 2016.",42920,Patil Shri Shivaji Adhalrao,Natural Disaster Relief
"Introduction of the Railways (Amendment) Bill, 2016 (Amendment of sections 126 and 127)",42920,Patil Shri Shivaji Adhalrao,"Interim Relief,Railway Accidents"
"Introduction of the Airlines Regulatory Authority Bill, 2017.",42920,Raghavan Shri M. K.,
"Introduction of the Child Protection Bill, 2017.",42920,Ram Shri Vishnu Dayal,
"Introduction of the ban on Polythene Bags Bill, 2017.",42920,Ram Shri Vishnu Dayal,
"Introduction of the Bureau of Accountability Bill, 2017.",42920,Ram Shri Vishnu Dayal,"Bureaucracy,Corruption"
"Introduction of the Mandatory basic facilities for neglected Senior Citizens, Widows and Orphans Bill,, 2017.",42920,Patil Shri A.T. (Nana),
"Introduction of the Constitution (Amendment) Bill, 2017 (Insertion of new article 16A).",42920,Mishra Shri Bhairon Prasad,"Unemployment Allowance,Unemployment Benefits"
"Introduction of the Health Insurance Scheme Bill, 2017.",42920,Choubey Shri Ashwini Kumar,
"Further discussion on the motion for consideration of the Sixth schedule Constitution Amendment Bill moved by Shri Vincent H Pala on 5th August, 2016. (Contd. Inconclusive)",42920,"Kumar Dr. Virendra ,Chaudhury Shri Jitendra,Chaudhury Shri Jitendra,Ering Shri Ninong,GEHLOT SHRI THAAWAR CHAND","Economic and Social Development,Road Construction,Scheduled Tribes,Tribal Development,Santhal Tribes,North Eastern States,Tribal Welfare,Railway Development,Forest Rights"
"Introduction of the High Court at Patna (Establishment of a Permanent Bench at Bhagalpur) Bill, 2016. ",24-03-2017,Kumar Shri Shailesh (Bulo Mandal),"Judicial Delay,Court Benches"
"Introduction of the Overseas Workers (Management and Welfare) Bill,  2016. ",24-03-2017,Sigriwal Shri Janardan Singh,"Employment,Foreign Policy,Welfare Measures"
"Introduction of the High Court at Patna (Establishment of a Permanent Bench at Maharajganj) Bill, 2016. ",24-03-2017,Sigriwal Shri Janardan Singh,"Judicial Delay,Court Benches"
"Introduction of the Abolition of Capital Punishment Bill, 2016. ",24-03-2017,Nishank Dr. Ramesh Pokhriyal,Life Sentence
"Introduction of the Meritorious Students (Assistance in Higher Studies) Bill, 2016. ",24-03-2017,Nishank Dr. Ramesh Pokhriyal,"Higher Education,Bank Loan"
"Introduction of the Constitution (Amendment) Bill, 2016 (Insertion of new Article 30A). ",24-03-2017,Nishank Dr. Ramesh Pokhriyal,"Drinking Water,Sanitation"
"Introduction of the Indian Forest (Amendment) Bill, 2017 <i>(Amendment of section 26, etc.)</i>. ",24-03-2017,Reddy Shri A.P. Jithender,Forest Fires
"Introduction of the All-India Services (Amendment) Bill, 2017 <i>(Insertion of new section 3A)</i>. ",24-03-2017,Reddy Shri A.P. Jithender,Bureaucracy
"Introduction of the Bureau of Accountability Bill, 2017. ",24-03-2017,Kachhadia Shri Naranbhai,Corruption
"Introduction of the Child Nutrition and Development Nodal Agency Bill, 2017. ",24-03-2017,Scindia Shri Jyotiraditya Madhavrao,"Child Development,Malnutrition,Nutrition Policy"
"Introduction of the Farmers Welfare Fund Bill, 2016. ",24-03-2017,Jaunpuria Shri Sukhbir Singh,
"Introduction of the Prevention of Bribery in Private Sector Bill, 2016. ",24-03-2017,Devi Smt. Rama,Corruption
"Introduction of the Tourism Promotion Authority Bill, 2016. ",24-03-2017,Singh Shri Sunil Kumar,"Tourism Development,Basic Amenities"
"Introduction of the Food Safety and Standards (Amendment) Bill, 2016 <i>(Amendment of section 57, etc.)</i>. ",24-03-2017,Jena Shri Rabindra Kumar,"Punishments,Food Adulteration"
"Introduction of the Right of Children to Free and Compulsory Education (Amendment) Bill, 2016 <i>(Amendment of section 23, etc.)</i>. ",24-03-2017,Jena Shri Rabindra Kumar,"Free Education,Right to Education"
"Introduction of the Companies (Amendment) Bill, 2016 <i>(Amendment of section 135)</i>. ",24-03-2017,Jena Shri Rabindra Kumar,
"Introduction of the State of Arunachal Pradesh (Amendment) Bill , 2016 <i>(Amendment of section 35). </i>",24-03-2017,Ering Shri Ninong,Appointment
"Introduction of the Constitution (Amendment) Bill, 2016 <i>(Amendment of article 15). </i> ",24-03-2017,Chandel Kunwar Pushpendra Singh,
"Introduction of the <span style=''color:black''>Constitution (Amendment) Bill, 2016 <i>(Insertion of  new article 371-K). </i>",24-03-2017,Chandel Kunwar Pushpendra Singh,"Development Programmes,Development Projects"
"Introduction of the Constitution (Amendment) Bill, 2016 <i>(Amendment of article 25)</i>. ",24-03-2017,Chandel Kunwar Pushpendra Singh,Religion
"Introduction of the</span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode;font-weight:normal''>Military Service (Regulation of Transfer of Personnel Appointed on Compassionate Grounds) Bill, 2016. ",24-03-2017,Chandel Kunwar Pushpendra Singh,Appointment
"Introduction of the Child Development Programmes Coordination Agency Bill, 2016. ",24-03-2017,Kirtikar Shri Gajanan Chandrakant,Child Welfare
"Introduction of the Slums and Jhuggi-Jhopri Areas (Basic Amenities and Clearance) Bill, 2016. ",24-03-2017,Kirtikar Shri Gajanan Chandrakant,"Slum Dwellers,Basic Amenities"
"Introduction of the</span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode;font-weight: normal''>National Authority for Rehabilitation and Welfare of Persons Living around Railway Tracks Bill, 2016. ",24-03-2017,Kirtikar Shri Gajanan Chandrakant,"Education,Basic Amenities"
"Introduction of the Micro, Small and Medium Enterprises Development (Amendment) Bill, 2016 <i>(Insertion of new sections 10A and 10B)</i>. ",24-03-2017,Kirtikar Shri Gajanan Chandrakant,Bank Loans
"Introduction of the Solid Waste Management Bill, 2016. ",24-03-2017,Ranjan (Pappu Yadav) Shri Rajesh,Waste Recycling
"Introduction of the Education Loan Bill, 2016. ",24-03-2017,Ranjan (Pappu Yadav) Shri Rajesh,"Higher Education,Loan Waiving,Educational Loan"
"Introduction of the Jute Growers and Workers (Welfare) Bill, 2016. ",24-03-2017,Ranjan (Pappu Yadav) Shri Rajesh,"Agricultural Insurance,Jute Industry,Farmers' Welfare"
"Introduction of the Handloom Weavers (Protection and Welfare) Bill, 2016. ",24-03-2017,Ranjan (Pappu Yadav) Shri Rajesh,"Modernisation,Weavers Welfare Measures"
"Introduction of the</span><span style=''font-size:13.0pt; line-height:150%;font-family:Aryan2Unicode''> </span><span style=''font-size: 13.0pt;line-height:150%;font-family:Aryan2Unicode;font-weight:normal''>Compulsory Voting Bill, 2016. ",24-03-2017,Jaunpuria Shri Sukhbir Singh,Elections
"Introduction of the Reservation of Posts in Services and Seats in Educational Institutions for Persons Living in  Economically Backward Areas Bill, 2016. ",24-03-2017,Devi Smt. Rama,"Educational Development,Reservation Policy"
"Introduction of the Provision of Uninterrupted Power Supply to Industries in Backward Areas Bill, 2016. ",24-03-2017,Devi Smt. Rama,"Industrial Development,Industrial Sector"
"Introduction of the</span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''> </span><span style=''font-size:13.0pt;font-family:Aryan2Unicode;font-weight:normal''>Clinical Trial of Drugs on Patients  (Regulation) Bill, 2016. ",24-03-2017,Devi Smt. Rama,
"Introduction of the Girl Child and Adolescent Girl (Welfare) Bill, 2016. ",24-03-2017,Patil Shri A.T. (Nana),"Malnutrition,Welfare Schemes"
"Introduction of the Constitution (Amendment) Bill , 2016 <i>(Amendment of article 16)</i>. ",24-03-2017,Chaudhary Shri Santokh Singh,"Promotion,Reservation Policy"
"Introduction of the Constitution (Scheduled Tribes) Order (Amendment) Bill , 2017 <i>(Amendment of  the Schedule)</i>. ",24-03-2017,Mahato Shri Bidyut Baran,Tribal Welfare
"Introduction of the Designation of States As Sponsor of Terrorism Bill, 2017. ",24-03-2017,Sawant Shri Arvind Ganpat,
"Introduction of the Compulsory Teaching of North-East Culture in Educational Institution Bill, 2017. ",24-03-2017,Ering Shri Ninong,
"Introduction of the National Skills University Bill, 2017. ",24-03-2017,Somaiya Dr. Kirit,"Higher Education,Quality Education,Skill Development"
"Introduction of the Narcotic Drugs and Psychotropic Substances  (Amendment) Bill, 2017 <i>(Insertion of new sections 6A to 6D)</i>. ",24-03-2017,Gupta Shri Sudheer,"Opium,Research and Development"
"Introduction of the Representation of the People (Amendment) Bill, 2017 <i>(Amendment of section 2, etc.)</i>. ",24-03-2017,Gandhi Dr. Dharam Vira,"Elections,Right to recall"
"Introduction of the National  Tribal  Research and Development University Bill, 2017. ",24-03-2017,Ering Shri Ninong,"Higher Education,Research and Development"
"Introduction of the Turmeric Board Bill, 2017. ",24-03-2017,Kalvakuntla Smt. Kavitha,"Agricultural Sector,Export Promotion"
"Introduction of the Compulsory  Teaching of  Sanskrit Language in Schools Bill, 2017</span><span lang=EN-GB style=''font-size:13.0pt;font-family:Aryan2Unicode;font-weight:normal''>. ",24-03-2017,Patil Shri A.T. (Nana),Language Promotion
"Introduction of the Education  Loan to Students Belonging  to Economically Weaker Section Bill, 2017. ",24-03-2017,Patil Shri A.T. (Nana),Educational Loan
"Further discussion on the motion for consideration of the Sixth Schedule to the Constitution (Amendment) Bill, 2015, moved by Shri Vincent H. Pala on 5th August, 2016 (Discussion not concluded). ",24-03-2017,"Patel Shri Prahlad Singh,Dubey Shri Nishikant ,Chaudhury Shri Jitendra","Education,Primary Education,Quality Education,Tribal Areas,Unemployment,North-eastern States,Corruption,Preservation of Cultural Heritage,Tribal Welfare,Basic Amenities,District Councils,Forest Rights"
"Introduction of the Special Financial Assistance to the State of Punjab Bill, 2017. ",24-03-2017,Singh Shri Ravneet,"Financial Aid,Welfare Schemes,Agricultural Labourers,Farmers' Welfare"
"Introduction of the Special Financial Assistance to the State of Punjab (for the Welfare of Farmers) Bill, 2017. ",24-03-2017,Singh Shri Ravneet,"Financial Aid,Loan Waiving,Welfare Measures,Farmers' Welfare,Agrarian Crisis"
"Introduction of the Comptroller and Auditor Generalâ€™s (Duties, Powers and Conditions of Service) Amendment Bill, 2016 <i>(Amendment of section 2, etc.). </i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>",43011,"Panda Shri Baijayant ""Jay""","Comptroller and Auditor-General (CAG),Private Sector,Public Private Partnership (PPP)"
"Introduction of the Witness Protection Program Bill, 2016. ",43011,"Panda Shri Baijayant ""Jay""","Law Enforcement,Safety Measures"
"Introduction of the  Whistle Blowers Protection (Amendment) Bill, 2016<i>   (Amendment of section 3, etc.)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,"Panda Shri Baijayant ""Jay""","Safety Measures,Corruption,Physical Attack"
"Introduction of the Treatment of Terminally-ill Patients Bill, 2016. ",43011,"Panda Shri Baijayant ""Jay""","Medical Treatment,Suicide,Dignified Death"
"Introduction of the Orphan Child (Provision of Social Security) Bill, 2016. ",43011,Boianapalli Shri Vinod Kumar,"Child Abuse,Child Welfare,Welfare Measures"
"Introduction of the Constitution (Amendment) Bill, 2017 <i>(Amendment of article 134)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Boianapalli Shri Vinod Kumar,"Supreme Court,Punishments,Death Sentence,Death Penalty"
"Introduction of the Constitution (Amendment) Bill, 2016 <i>(Amendment of article 309)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Karunakaran Shri P.,"Recruitment,Service Conditions"
"Introduction of the Working Elephants (Protection and Welfare) Bill, 2016. ",43011,Karunakaran Shri P.,"Domestic Animals,Welfare Measures"
"Introduction of the Constitution (Amendment) Bill, 2016 <i>(Amendment of article 80</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Karunakaran Shri P.,Sports Development
"Introduction of the Academy of Scientific and Innovative Research (Amendment) Bill, 2016 <i>(Insertion of new section 39)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Karunakaran Shri P.,
"Introduction of the Andhra Pradesh Reorganisation (Amendment) Bill, 2016 <i>(Insertion of new Part XA)</i></span><span style=''font-size:13.0pt; font-family:Aryan2Unicode''>. ",43011,Subbareddy Shri Yerram Venkata,"Development Programmes,State Reorganisation"
"Introduction of the Population Control Bill, 2016. ",43011,Patel Shri Prahlad Singh,Population Explosion
"Introduction of the Import of Consumer Goods (Regulation) Bill, 2016. ",43011,Patel Shri Prahlad Singh,"Consumer Goods,Quality Control,Import Policy,Quality Products"
"Introduction of the Indian Penal Code (Amendment) Bill, 2016 <i>(Insertion of new section 376F)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Singh Shri Parvesh Sahib,"Rape,Punishments"
"Introduction of the Constitution (Amendment) Bill, 2016 <i>(Amendment of article 243D)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Singh Shri Parvesh Sahib,"Panchayats,Women Empowerment"
"Introduction of the Youth (Development and Welfare) Bill, 2016. ",43011,Dubey Shri Nishikant ,"Employment Generation,Youth Development"
"Introduction of the Criminal Law (Amendment) Bill, 2016 <i>(Amendment of section 304A, etc.)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Chautala Shri Dushyant,
"Introduction of the Railways (Amendment) Bill, 2016 <i>(Amendment of section 126)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Chautala Shri Dushyant,"Compensations,Railway Accidents"
"Introduction of the Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2016 <i>(Amendment of section 42)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Chautala Shri Dushyant,"Drug Addiction,Drug Trafficking"
"Introduction of the Constitution (Amendment) Bill, 2016   (<i>Amendment of article 15, etc.)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Singh Dr. Satya Pal,
"Introduction of the Mahatma Gandhi National  Rural Employment Guarantee (Amendment) Bill, 2016 <i>(Amendment of Schedule I)</i></span><span style=''font-size:13.0pt;font-family:Aryan2Unicode''>. ",43011,Raj Dr. Udit,"Panchayats,Wages,Scheme Implementation"
"Introduction of the Integrated Child Development Services (Regularisation) Bill, 2016. ",43011,Raj Dr. Udit,
